Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3
50,0,21.0,36.7,20.566666666666695,35.73,21.79,35.2
100,20,21.1,40.35,19.566666666666695,40.43,20.76,41.4333333333333
60,20,20.8566666666667,36.4,18.29,39.7,19.89,37.59
50,0,19.73,38.0,17.26,40.9666666666667,21.0,37.53
200,20,23.5,35.1633333333333,22.39,34.134,24.29,35.156
50,0,22.1,43.6633333333333,19.79,45.6633333333333,23.79,39.29
70,0,21.8233333333333,36.4,20.1,37.925,22.6,34.2
100,0,22.29,36.2,20.1,38.2,22.2,35.0
50,20,21.5333333333333,41.09,19.1,45.1266666666667,21.1,39.3266666666667
110,0,23.5,34.6566666666667,22.6571428571429,32.5514285714286,24.18,34.054
50,0,21.7,38.79,19.1,41.7,22.4266666666667,39.03
50,0,20.5,39.0,18.6,40.26,21.29,38.7
100,0,21.89,41.5,20.4633333333333,42.5,23.0,38.4
40,0,22.452857142857095,36.9857142857143,21.0,37.59,21.25625,37.6475
50,0,20.89,40.7,17.89,45.29,23.1,39.79
230,0,21.566666666666695,38.1333333333333,20.79,36.2233333333333,22.1333333333333,38.8633333333333
110,0,22.0,41.1633333333333,20.26,42.73,21.89,38.4333333333333
90,0,22.5,41.0,22.6,38.6266666666667,23.1,38.76
120,0,21.39,39.795,18.6,44.56,22.89,37.2
50,0,21.2,44.0,23.5333333333333,39.43,21.79,40.5
50,40,19.89,46.0666666666667,19.2,44.59,19.79,45.0
80,0,22.1,41.6266666666667,21.2,41.59,23.29,38.09
50,0,20.4633333333333,34.09,17.76,36.59,22.3233333333333,35.2
60,0,20.39,37.5,17.5,41.7666666666667,22.9266666666667,36.53
60,0,20.9633333333333,41.9,20.29,40.7233333333333,22.0333333333333,41.03
60,0,21.39,41.2,20.6,40.5,21.39,42.5
40,10,21.6,39.26,22.4633333333333,36.76,22.1,37.2
90,0,22.8566666666667,36.7966666666667,23.1,34.03,27.1333333333333,37.99
50,0,21.29,37.145,22.3333333333333,35.6966666666667,22.6,34.5
90,10,22.29,38.53,20.23,40.1566666666667,21.6333333333333,36.59
40,0,18.89,42.1633333333333,18.29,41.4,19.89,43.23
190,0,21.1666666666667,46.46,19.4266666666667,41.2966666666667,21.73,37.2
100,20,21.39,42.33,19.7,41.8266666666667,20.8566666666667,41.69333333333329
90,10,19.6,32.8333333333333,18.663333333333295,33.36,19.1,33.19
70,0,21.1666666666667,41.7,20.5,40.0,22.39,43.09
40,0,19.5,34.0,17.4633333333333,35.26,19.7,36.0
40,0,19.89,45.4,19.2,45.03,20.4266666666667,44.23
50,0,20.39,35.8,18.79,35.73,19.952857142857095,36.8842857142857
40,0,21.39,37.9,19.39,38.29,20.6,38.7
70,0,20.79,38.29,19.1,39.79,21.8233333333333,35.23
50,0,21.2,43.4633333333333,20.39,43.3633333333333,21.7,43.79
60,0,22.0,39.5,19.7225,42.0,22.0,38.29
280,10,23.3566666666667,44.0666666666667,22.79,42.09,24.566666666666695,47.8
50,0,24.2,47.1566666666667,23.79,46.1566666666667,25.6,42.59
140,0,22.3233333333333,46.4233333333333,22.315,43.4,24.9633333333333,42.39
60,0,24.79,38.59,22.1,40.9,24.6,33.0
50,0,21.1,35.59,17.89,38.29,21.5,35.03
80,0,23.39,42.9,23.542857142857095,40.8257142857143,24.29,38.9666666666667
50,20,20.1,35.7,17.7,37.545,20.7,35.9333333333333
40,10,21.39,44.56,20.79,43.8633333333333,20.2,45.6633333333333
120,0,19.0,38.8266666666667,17.6666666666667,39.6633333333333,18.7,38.6633333333333
40,0,20.89,44.2,20.29,43.4,20.39,43.56
30,0,20.29,37.5,17.29,40.5,20.1666666666667,38.06
40,0,24.1,47.7,22.4633333333333,49.3266666666667,25.39,42.6633333333333
50,0,19.76,37.79,17.5666666666667,40.0,20.1,37.0
310,30,20.8566666666667,47.4633333333333,20.4633333333333,46.0,20.5333333333333,45.59
60,10,21.7,46.53,20.7,45.9,22.29,44.53
50,0,21.1,40.29,20.3233333333333,39.2,21.2,42.7
80,0,20.5333333333333,42.53,19.1,43.4,21.2,41.26
80,20,22.2,41.79,21.26,41.5,21.6,43.29
60,20,21.6,44.29,19.79,46.4,23.1,41.7
370,0,20.5333333333333,41.23,19.0,40.36,21.5966666666667,39.1633333333333
90,0,21.3233333333333,38.9666666666667,23.3233333333333,33.1266666666667,22.39,35.2
30,0,17.79,42.8633333333333,17.1,42.5,18.4633333333333,43.59
120,10,22.39,39.79,20.7,41.8633333333333,22.2,38.29
50,0,21.89,38.59,22.0333333333333,36.23,22.29,36.79
60,0,23.29,41.2,20.89,43.79,24.566666666666695,39.5
50,0,22.6333333333333,37.3266666666667,20.79,38.53,23.39,37.56
50,20,22.0333333333333,44.53,20.79,44.4,21.89,44.06
120,20,23.5,38.23,22.478,36.254,24.5,35.5
50,20,21.39,42.59,20.79,41.6566666666667,23.0,42.9666666666667
110,0,22.89,43.29,21.2,44.29,24.29,38.9666666666667
120,0,20.6,42.3633333333333,19.9633333333333,40.6633333333333,21.0,40.5225
100,10,22.6,43.29,21.066666666666695,44.19333333333329,26.066666666666695,39.1966666666667
20,0,18.0,43.7,17.1666666666667,44.29,19.1,42.0
70,0,21.0,40.4975,20.76,40.4633333333333,22.1333333333333,38.03
60,0,22.6,39.0,20.29,39.845,24.8566666666667,36.26
20,0,19.76,46.0,18.9175,45.7,19.89,45.1633333333333
50,0,19.89,36.2,18.0333333333333,37.5,20.1,38.2385714285714
310,10,21.2,45.09,20.6,44.09,20.1,45.5
70,0,24.2,41.9,26.08,35.276,26.73,37.9333333333333
50,10,20.79,41.1333333333333,18.9266666666667,41.2233333333333,20.2,41.6633333333333
70,0,21.89,35.79,19.0,38.4,23.2,37.2
50,0,21.566666666666695,40.5,19.89,40.03,20.2,39.7
50,0,23.2,40.59,21.1,42.29,24.76,39.4
120,20,21.89,37.7666666666667,20.26,36.2233333333333,22.4633333333333,35.9666666666667
70,0,23.1,45.6633333333333,21.1,47.09,24.6,40.59
100,10,20.79,40.56,19.6,41.06,21.1,39.59
40,0,18.6666666666667,36.76,17.89,35.86,18.1333333333333,37.76
50,0,19.9633333333333,35.7,17.79,37.26,20.39,34.93
50,0,21.0,35.29,17.8566666666667,39.1633333333333,20.23,36.8266666666667
40,0,19.7,46.1266666666667,19.0,45.4,19.8566666666667,45.0
40,0,19.5,41.29,18.29,41.5,19.79,40.7
40,0,21.79,35.09,18.29,39.59,21.5333333333333,35.79
90,0,21.4266666666667,36.36,19.2,38.36,23.3566666666667,34.99
70,0,22.79,40.895,21.2,36.3633333333333,22.6,35.5
60,0,24.79,47.9,24.0,47.7,26.542857142857095,42.09
70,0,20.7,38.26,19.29,37.76,21.566666666666695,37.29
60,0,22.0,40.9,18.8566666666667,46.4666666666667,24.1,39.29
50,0,18.6,38.19333333333329,17.6,37.9333333333333,18.89,39.9
60,0,20.79,38.29,19.1,39.9,21.89,35.4
40,0,22.29,38.8633333333333,22.89,36.59,22.29,37.9666666666667
60,0,24.7,47.7,23.6666666666667,48.23,26.5,42.09
160,0,24.8233333333333,52.6566666666667,24.0,52.1233333333333,26.2,45.8266666666667
50,0,22.0,39.09,19.3566666666667,42.7,22.89,39.0
310,0,20.6,39.0666666666667,19.39,38.2233333333333,22.1,38.9266666666667
50,0,21.1,35.59,17.79,39.5,21.1,35.4
80,10,22.36,39.6333333333333,19.5,40.54,23.0,34.3666666666667
150,20,22.89,41.69,21.1,37.9666666666667,22.73,36.79
750,30,22.43,43.0,21.9266666666667,40.1333333333333,21.23,42.59666666666671
50,0,18.76,42.23,18.1,41.5,19.79,43.2
40,0,19.8233333333333,37.23,18.89,36.9,19.1,39.56
390,10,21.89,41.73,21.2,40.9333333333333,20.5,44.26
60,0,21.39,41.7,18.79,44.3633333333333,22.79,39.4
160,40,20.2,38.8633333333333,18.39,39.9333333333333,20.566666666666695,37.5666666666667
100,10,20.7,33.4333333333333,19.0,34.6333333333333,20.1,34.6633333333333
60,0,23.9633333333333,37.9,21.9633333333333,39.09,24.39,37.59
50,0,22.0,35.9,18.89,38.2,22.6,35.9
50,0,21.39,39.73,18.6,43.79,22.1333333333333,38.3266666666667
50,0,21.89,44.56,20.39,46.0,23.05,41.745
110,30,21.79,38.9633333333333,20.0,38.73,21.29,38.9666666666667
50,0,21.89,39.09,19.2,41.59,22.39,38.9
110,0,25.4266666666667,50.9,25.542857142857095,47.8371428571429,26.254,46.678
40,10,19.73,36.29,17.79,36.9666666666667,20.0857142857143,38.1242857142857
50,0,22.0333333333333,44.9633333333333,21.4266666666667,43.73,22.6666666666667,45.26
50,0,22.76,39.59,20.39,41.1266666666667,24.6,38.0
40,0,20.2,39.9,18.6,41.29,20.79,39.0
40,0,19.1,39.09,17.6666666666667,39.56,19.6,40.5
60,0,22.2,43.7,19.7,47.5,24.7,41.0
50,10,21.79,39.9,20.1,40.79,21.39,40.59
50,0,24.1844155844156,38.7848051948052,23.2424025974026,37.5207792207792,24.8961038961039,37.5019480519481
50,0,24.39,38.4,23.0,37.8633333333333,26.39,38.2225
50,0,22.39,41.7,20.3566666666667,44.1566666666667,23.5,40.0
40,10,19.79,36.0666666666667,18.0,37.4,20.89,35.9
70,0,25.2,48.4333333333333,23.8471428571429,48.4985714285714,26.29,45.09
70,0,21.39,40.595,22.595,38.9975,22.39,38.4
60,0,20.7,43.09,18.89,44.5,21.79,42.7
40,0,19.89,45.29,19.29,44.845,20.39,44.2
60,0,22.89,36.3633333333333,21.6,36.4,22.89,37.6266666666667
70,0,22.7,36.6333333333333,19.9633333333333,38.09,23.6,34.03
130,0,21.2225,43.3425,21.23,41.79,22.1,38.9666666666667
90,0,20.1,38.6566666666667,18.2,40.0666666666667,20.5,38.5
20,0,19.5,37.59,17.29,39.7233333333333,20.29,35.8266666666667
60,0,20.5333333333333,39.5266666666667,19.3566666666667,38.3633333333333,22.0333333333333,39.26
80,0,21.39,33.73,20.0,34.0,20.1,35.59
70,10,21.89,39.4,20.9633333333333,38.79,20.89,41.3633333333333
90,20,21.566666666666695,37.36,19.29,36.8,23.0,34.79
80,0,21.4633333333333,45.8633333333333,20.6,44.5666666666667,21.5,44.2
40,0,22.5,35.06,19.3566666666667,38.2,21.5,35.5
70,0,21.29,37.3,18.2,40.8,22.2,37.4
50,0,21.79,42.2,19.1,45.7,23.5,39.09
110,0,21.9633333333333,41.7,20.76,42.5,23.1,38.4
50,0,22.2,41.09,21.6,40.4,21.0,42.5
30,0,20.1,35.66,16.5,40.16666666666671,20.3566666666667,37.0
60,0,20.79,37.09,21.2633333333333,36.4233333333333,21.89,35.09
200,0,20.6,38.6633333333333,21.96,36.43,23.0,35.26
80,0,21.5,40.5,19.1,44.2,22.5,38.29
90,30,20.7,39.69333333333329,18.3566666666667,41.2666666666667,20.2,37.9333333333333
30,0,20.5,42.245,19.6,41.79,20.9266666666667,44.29
110,10,19.445,36.79,17.0,40.1633333333333,19.79,36.59
90,10,22.29,43.9333333333333,21.89,42.8633333333333,22.7,41.4
50,0,21.29,38.56,17.7,43.9,22.29,37.0
70,20,21.4266666666667,41.6266666666667,21.73,40.99,22.79,38.29
270,0,22.89,36.6633333333333,22.7,34.4666666666667,27.29,38.5
70,0,21.39,43.5666666666667,20.7,42.56,22.5,41.9666666666667
20,0,20.683333333333305,37.2933333333333,18.7,38.98285714285711,20.89,38.5257142857143
230,0,20.1,34.9666666666667,18.79,35.5,19.79,35.7
60,0,20.0,37.09,18.39,37.06,20.39,35.79
50,0,22.39,33.8633333333333,20.6,34.0666666666667,23.1,36.0
80,0,22.39,40.2,20.89,41.23,21.5,40.7
70,0,20.89,42.9333333333333,20.2,40.26,21.6666666666667,40.9666666666667
80,0,23.4266666666667,38.79,20.7,42.03,24.7,37.26
50,0,19.7,36.3175,17.5,38.79,20.29,36.06
270,10,20.365,39.35,19.29,38.1633333333333,21.6333333333333,39.6266666666667
70,0,20.6,38.1566666666667,19.6333333333333,38.1333333333333,21.39,36.6633333333333
50,0,24.566666666666695,38.9333333333333,22.89,39.26,25.7,38.7
60,0,22.29,38.745,23.39,35.2,22.566666666666695,38.7
60,0,21.79,40.9,19.4266666666667,43.0,23.0,39.0
50,0,19.89,37.4,17.2,40.7,20.89,38.06
60,0,22.29,35.53,19.5,37.95,23.23,37.1266666666667
60,0,21.73,36.2,19.29,37.7,22.0,35.79
70,10,23.39,39.5,20.5333333333333,43.03,23.79,37.59
60,0,22.066666666666695,39.56,25.865,32.62,23.2,37.59
50,0,19.89,35.8333333333333,18.1333333333333,36.83333333333329,20.29,34.8633333333333
20,0,19.0,37.5,18.0,37.4,19.2,40.09
100,0,25.5,49.1266666666667,24.736,47.42,26.2,45.5
690,10,22.5333333333333,45.0266666666667,22.066666666666695,39.79,22.39,41.93
120,0,24.1,36.55,28.6,28.754,25.0,36.9666666666667
130,0,20.29,39.2,20.23,38.0,20.566666666666695,38.5
50,0,22.566666666666695,42.29,21.79,41.09,23.1,42.73
50,0,20.7,35.0,18.79,35.7,20.73,36.4
300,20,21.0,38.0266666666667,19.76,37.0266666666667,23.3233333333333,38.09
100,0,22.6666666666667,38.9666666666667,21.1666666666667,39.59,22.6666666666667,37.76
100,0,23.7,43.26333333333329,22.6,39.89,24.0,40.1266666666667
260,0,21.5,40.1,19.9266666666667,38.33333333333329,22.8233333333333,38.9666666666667
70,0,19.4633333333333,39.89,18.7,36.7,20.066666666666695,35.6333333333333
70,20,22.0,38.4,20.7,38.73,21.73,37.29
60,0,21.5,38.2,18.89,41.7,22.7,38.2
50,0,21.79,36.76,19.0,39.79,21.79,36.5
60,0,20.6,35.59,17.1,40.2,21.1666666666667,34.3633333333333
110,0,22.1666666666667,36.0,19.89,37.1266666666667,22.5,33.79
70,0,21.4633333333333,41.36,19.76,40.83,21.79,36.3266666666667
120,0,24.4649350649351,37.1983116883117,23.6491558441558,34.7467532467532,24.8462337662338,36.5668831168831
50,0,24.0,30.5333333333333,24.3233333333333,27.2633333333333,23.39,33.53
210,0,22.23,45.2933333333333,21.53,41.6566666666667,22.4633333333333,41.4
130,0,20.2,37.1566666666667,20.6,35.5266666666667,20.0333333333333,36.23
50,0,19.76,32.9666666666667,18.7,33.23,19.3233333333333,32.8266666666667
80,0,21.0333333333333,40.3633333333333,19.566666666666695,39.6566666666667,22.7,41.4966666666667
50,0,21.0,33.5,18.9633333333333,33.9333333333333,22.7,34.9
120,10,17.0,44.1633333333333,16.2,44.245,17.39,42.09
50,0,22.39,37.7,19.29,42.0,23.39,38.8633333333333
70,0,20.3566666666667,43.7,20.0,43.06,20.0,43.9
60,0,20.89,36.2666666666667,17.6333333333333,40.2333333333333,22.5333333333333,35.1266666666667
50,0,21.6,36.9,18.79,40.06,21.7,36.59
140,20,22.7,36.8266666666667,21.0,38.03,22.2,36.2
50,0,22.2,39.29,23.1,36.59,22.2,37.9
90,0,22.1666666666667,35.4333333333333,20.1333333333333,36.4,21.7,34.53
20,0,20.29,44.5,19.6333333333333,43.8266666666667,19.89,43.7
60,20,23.1333333333333,42.29,22.5,41.245,23.566666666666695,42.9
560,0,21.0,38.9,19.29,40.2,21.7,37.2
50,0,22.79,42.86,20.6333333333333,45.0,24.0,39.3266666666667
50,0,19.5,37.2,17.79,38.7,20.8614285714286,37.0642857142857
60,0,23.89,29.7266666666667,24.39,26.3266666666667,23.29,33.26
40,0,19.39,40.29,18.1,40.4,19.1,39.5
60,0,22.79,39.9,20.2,42.9666666666667,23.29,39.59
50,0,22.39,39.4,21.5,38.53,22.6333333333333,38.36
40,0,18.39,38.79,17.5,38.79,18.5,39.29
60,0,23.39,44.9,22.0,44.834,24.6,41.5
50,0,22.29,45.0,21.6,43.56,22.6,45.23
70,0,21.73,37.7,23.1,34.5966666666667,22.7225,35.7225
60,0,22.29,39.59,21.7,38.4666666666667,22.6,38.4
120,0,22.1,43.73,20.1,45.9,23.6,40.0
330,0,20.79,38.03,19.39,37.79,21.5,36.9
60,0,23.2,46.8266666666667,23.39,43.9814285714286,24.5333333333333,41.8633333333333
40,0,18.79,46.5,18.0,46.5,19.7,45.0
60,0,21.89,44.5,20.5,45.9,23.0,41.7
210,0,23.7,39.69333333333329,27.39,32.618,25.1666666666667,37.43
60,10,23.79,41.5,22.736,40.478,24.5,38.5
120,0,23.0,35.0,23.1,32.8266666666667,23.1,35.5
60,0,20.8233333333333,41.9333333333333,19.9175,41.7,20.79,44.59
110,0,24.79,37.9666666666667,24.6666666666667,34.5266666666667,24.6,36.79
300,0,22.3566666666667,43.53,21.89,40.26,24.066666666666695,42.5666666666667
20,0,19.89,45.4,19.2,45.0,20.5,44.29
50,10,22.0,41.1266666666667,19.1,45.1266666666667,23.7,38.3266666666667
60,0,21.89,39.09,20.23,40.4,22.89,37.76
110,20,21.7,41.9,21.2,40.59,22.6,39.23
120,30,21.79,44.4333333333333,20.7,43.4666666666667,23.3961111111111,45.7705555555556
50,0,20.1,40.2,19.0,38.29,20.29,37.4
90,0,22.5,39.0933333333333,22.29,35.79,25.566666666666695,36.33333333333329
50,0,22.4633333333333,41.5266666666667,20.0,44.7,23.9633333333333,39.4666666666667
50,0,21.29,35.29,18.3566666666667,38.3266666666667,20.39,36.9
60,0,20.0,36.9666666666667,18.4633333333333,37.06,20.39,35.79
30,0,21.55,42.29,20.8566666666667,41.4666666666667,20.29,44.2
70,0,25.6333333333333,46.8266666666667,26.456,41.834,26.2,44.054
120,10,21.1,36.9666666666667,19.5333333333333,37.03,20.7,37.59
120,0,21.5,41.19333333333329,19.245,44.295,21.1,38.9
280,10,22.4266666666667,42.5633333333333,22.36,40.36,25.6666666666667,42.86
80,10,20.7,35.29,20.4,36.0666666666667,21.43,34.6
60,0,22.8233333333333,38.03,19.9633333333333,41.03,23.2,38.59
50,0,20.5,36.29,16.89,41.59,20.39,37.2
170,0,23.175,34.82,21.3566666666667,34.5266666666667,22.79,35.0
140,10,23.1,38.59,22.5,36.7,23.1,36.79
30,0,21.7,40.09,18.8233333333333,44.23,22.7,38.6266666666667
70,0,20.89,42.5,19.066666666666695,45.1633333333333,21.6,39.1633333333333
50,0,22.3233333333333,38.9333333333333,21.0333333333333,39.1266666666667,22.6666666666667,38.2233333333333
340,0,19.9266666666667,37.26,18.1,37.9,21.3933333333333,38.9666666666667
60,0,22.79,39.79,20.1666666666667,43.0,23.29,39.59
190,0,23.29,38.25,22.6,36.4266666666667,24.2,39.9175
70,10,21.2,39.73,18.89,43.09,22.0,38.0
150,20,24.7,37.93,24.1,36.2,24.6,36.9
60,0,21.6666666666667,38.9333333333333,21.29,37.6627777777778,20.5333333333333,40.29
60,0,24.2,39.7,22.4725,41.0675,25.76,39.0
110,10,20.76,35.23,19.7,33.6333333333333,19.89,35.0
70,0,21.6,35.2,18.5,38.5,22.566666666666695,34.5
50,0,22.0,41.2,19.29,44.5,24.4266666666667,39.8266666666667
100,0,22.89,43.1633333333333,21.0,44.73,24.1666666666667,39.2
210,20,21.39,38.36,19.4266666666667,40.1266666666667,21.7,37.2
100,0,21.8566666666667,39.4,21.29,37.9666666666667,22.0,41.7666666666667
60,0,21.26,41.2,18.2,45.4,23.6,39.5
30,0,21.6,36.03,18.8566666666667,38.8633333333333,20.2,36.5
60,0,19.3566666666667,38.79,18.675,38.2,18.6,39.7
90,0,19.29,40.6633333333333,18.7,39.7,19.29,42.09
80,0,20.26,44.1966666666667,19.29,41.73,20.5,41.4666666666667
50,0,25.5,39.5,23.79,40.1633333333333,25.812,34.054
60,0,22.26,43.4666666666667,20.2,44.53,23.39,40.79
50,0,24.2,41.6633333333333,25.4214285714286,36.09,26.26,37.29
20,0,18.1,43.4,17.1,44.2,19.1666666666667,42.09
100,0,23.73,40.1633333333333,22.87,38.754,24.29,37.9666666666667
100,10,20.23,42.1633333333333,18.39,42.9333333333333,21.29,39.23
20,0,18.79,43.7,17.89,44.1633333333333,19.6,43.1633333333333
60,0,21.9633333333333,43.1633333333333,19.7,45.23,23.1333333333333,39.59
50,0,23.2,38.2,20.566666666666695,40.5,23.2,38.59
370,0,21.29,38.1633333333333,18.2,42.59,22.1,36.9
110,10,21.1,42.59,20.6,41.5,20.5,41.73
50,0,24.89,48.7666666666667,27.4057142857143,40.7928571428571,25.79,45.5257142857143
90,0,22.066666666666695,41.8633333333333,21.5,41.2,20.6,44.09
40,0,17.8233333333333,40.4633333333333,16.79,41.09,18.1,39.9666666666667
430,30,20.2,40.9,18.39,41.4666666666667,21.066666666666695,40.09
60,0,21.0,37.59,18.5,40.2,22.6,36.79
50,0,23.2,37.2,23.73,33.4666666666667,23.23,37.53
60,0,24.2,44.7,21.7,46.79,25.89,42.2
60,0,24.2,40.29,21.8566666666667,41.9,25.39,39.5
40,30,21.39,42.5,19.7,42.9333333333333,21.1666666666667,41.29
60,0,20.89,40.7666666666667,18.39,44.5,21.79,38.1266666666667
50,0,23.4633333333333,38.26,24.6333333333333,33.9333333333333,25.0,38.2
50,0,19.4633333333333,37.6633333333333,17.29,40.0,20.1,37.3633333333333
20,0,21.89,39.7,25.066666666666695,34.6233333333333,23.29,37.53
50,0,22.29,42.0,20.1333333333333,44.76,23.6,40.0
90,0,22.2,39.0,23.79,35.26,23.075,37.6725
60,20,22.0333333333333,38.1266666666667,19.79,40.4333333333333,21.6666666666667,36.76
90,0,21.6,39.29,20.39,39.4,21.2,39.5
40,0,21.5,42.59,20.89,41.59,23.1,43.09
50,0,20.0,39.45,18.6666666666667,37.79,20.2,37.29
80,0,22.29,36.39,20.89,37.0,22.7,36.0
50,0,21.29,46.2666666666667,20.4633333333333,45.2,21.9877777777778,44.2127777777778
40,0,19.89,38.09,17.4266666666667,40.9333333333333,21.0,37.29
70,0,25.29,47.8633333333333,27.0714285714286,41.2,26.0,44.79
50,0,24.1,47.79,21.79,50.79,25.5,42.7
50,0,21.6333333333333,36.4333333333333,25.1,30.6333333333333,22.6,35.09
50,0,21.76,43.53,23.79,38.09,22.1,40.7
70,20,20.566666666666695,37.59,20.566666666666695,35.7,20.1666666666667,37.0
60,0,23.6,35.0,22.0,35.1633333333333,23.6,35.56
50,0,23.29,34.3266666666667,21.4633333333333,34.59,23.29,35.9666666666667
50,0,24.2,47.6633333333333,21.89,50.09,26.29,44.59
60,0,20.39,35.2233333333333,19.2,34.6633333333333,20.06,37.96
100,0,24.4266666666667,36.39,24.6271428571429,34.4971428571429,24.6,33.59
50,0,19.89,44.26,19.3233333333333,43.6633333333333,20.2,44.26
60,0,19.73,36.5,17.79,37.56,20.5,37.545
50,0,21.76,42.4,19.3233333333333,43.9,22.73,39.56
50,0,24.8566666666667,47.4666666666667,24.5875,46.4125,26.1,43.4
50,0,24.1,47.59,21.7,49.9,26.29,44.5
110,0,19.9633333333333,45.8633333333333,19.29,44.6566666666667,19.6333333333333,44.1266666666667
50,0,19.79,37.0,16.6666666666667,41.1633333333333,20.39,38.0
100,20,23.4633333333333,41.33333333333329,24.0966666666667,37.8633333333333,24.89,38.4
90,20,20.29,37.6333333333333,18.89,36.7,19.9685714285714,37.1528571428571
100,0,21.7,33.4266666666667,19.9842857142857,32.3271428571429,20.84,35.995
50,0,23.39,40.06,22.4633333333333,39.6633333333333,21.5,43.06
50,0,20.5,37.6266666666667,17.5666666666667,40.59,20.1,38.09
50,10,24.0,47.76,21.6666666666667,50.7,25.7,43.0
360,20,23.5,35.06,22.5857142857143,33.6128571428571,24.29,35.018
50,0,24.1,47.8266666666667,21.79,50.79,25.39,42.79
50,0,21.5,39.4333333333333,17.9175,44.745,23.5,38.2
290,20,23.2,41.2266666666667,22.0111111111111,39.0872222222222,22.4266666666667,45.7
90,0,21.6,39.4666666666667,21.0,38.4333333333333,22.5,38.4
50,0,24.4266666666667,38.1566666666667,23.29,37.3633333333333,24.6333333333333,37.53
50,0,20.6,43.9,19.8566666666667,43.4666666666667,20.6,44.3633333333333
50,0,22.5,41.4333333333333,22.8566666666667,38.2,23.29,39.2
80,0,17.6,36.3633333333333,16.5,36.7,18.0,37.53
90,20,22.79,44.83333333333329,21.89,40.9566666666667,22.0,43.4666666666667
60,0,22.8233333333333,36.23,21.3566666666667,36.4,22.89,37.56
50,0,21.7,37.4666666666667,20.0,36.8266666666667,20.76,38.4
60,0,21.79,38.7,19.0,42.4333333333333,22.39,38.1266666666667
140,20,22.6333333333333,37.09,20.89,38.2,22.2,36.09
280,20,21.29,43.73,20.5,42.1633333333333,23.96,43.33
50,0,18.9633333333333,36.9,18.1666666666667,35.6266666666667,18.23,37.73
70,0,22.79,37.2,20.6,38.86,23.89,36.9666666666667
240,10,21.7,46.59,20.2633333333333,48.2966666666667,23.73,43.4
60,0,21.7,36.9,18.89,40.0,21.7,36.59
20,0,19.29,40.1266666666667,18.1,40.53,19.1,39.59
20,0,20.29,35.03,16.79,39.9,20.39,37.09
60,0,25.0,48.0,23.0285714285714,49.5257142857143,26.7,44.09
80,0,21.6,38.645,19.5,40.3633333333333,23.39,36.06
100,0,21.5,39.6633333333333,20.3566666666667,39.6266666666667,21.1,39.29
50,0,21.79,36.29,19.79,36.9,20.79,37.9
130,10,22.3233333333333,43.09,21.0333333333333,42.2,21.9205555555556,44.515
50,0,23.23,41.59,25.0,36.23,24.39,38.7
580,0,21.6,34.6266666666667,19.5,33.76,22.575,34.8725
20,0,21.1,43.9,20.26,43.59,21.7,44.0
90,0,22.7,36.1633333333333,23.39,32.3633333333333,22.89,35.6633333333333
100,0,23.1,38.8633333333333,21.3233333333333,38.29,25.4633333333333,35.23
90,0,20.9633333333333,39.7333333333333,23.9266666666667,34.4,22.39,34.5
50,0,23.76,34.7,22.29,34.4333333333333,23.6,35.4333333333333
50,0,20.0,35.6266666666667,17.7,37.4666666666667,20.6,35.5
40,0,18.8566666666667,40.29,17.76,40.53,19.0,39.8266666666667
50,0,21.6,42.5,21.0,41.4,23.1,43.0
600,20,24.89,48.1333333333333,28.9175,37.9475,27.1,42.44
50,0,22.6,35.2,20.1666666666667,36.9333333333333,23.1,36.6175
30,0,18.7,37.76,17.7,37.7,19.1,40.3266666666667
30,0,19.5,46.09,18.7,46.09,19.89,45.29
50,0,19.76,35.4,18.9266666666667,34.9666666666667,20.1,35.6266666666667
170,0,19.6,36.8633333333333,18.3233333333333,36.5266666666667,19.7,36.7514285714286
220,0,21.4633333333333,39.4666666666667,19.9633333333333,38.1333333333333,23.1333333333333,38.49
60,0,22.0,39.09,19.39,41.59,22.39,38.9
110,10,20.9633333333333,43.86,19.1333333333333,43.2233333333333,20.6,42.0666666666667
80,0,25.5,50.9666666666667,25.5285714285714,48.3242857142857,26.2,46.634
50,0,21.0,35.4,18.0,38.26,22.0,35.9
60,20,21.6,44.2,21.0,43.7,20.5,45.59
60,0,21.29,35.79,18.29,37.79,21.29,34.79
50,0,22.0,34.1633333333333,20.066666666666695,35.1266666666667,20.6666666666667,36.2
580,0,23.6333333333333,47.2266666666667,24.814,43.472,26.1666666666667,40.5
380,0,22.89,46.36,21.29,46.93,24.5966666666667,40.63
60,0,22.89,45.9,21.2,47.79,25.0,42.26
70,0,22.0,36.2,24.7,30.29,22.6,35.2
70,10,20.0,34.2666666666667,18.39,35.3633333333333,19.96,34.83
20,0,21.39,42.29,20.6,41.76,22.4816666666667,43.6544444444444
590,20,21.29,36.6333333333333,19.39,35.3633333333333,23.566666666666695,34.5266666666667
60,10,21.5,39.49,24.29,33.2666666666667,22.1,37.23
70,10,22.1,42.4666666666667,20.245,44.2725,23.8233333333333,38.2
60,0,20.89,36.0266666666667,20.29,34.76,21.39,35.1633333333333
30,0,19.5,42.1333333333333,18.9633333333333,41.0666666666667,21.066666666666695,44.99
40,10,19.23,41.23,17.7,43.0,20.39,38.4
50,0,23.39,41.29,21.0,43.7,24.5,39.5
350,0,22.5,42.5266666666667,21.2,41.1266666666667,22.79,38.36
110,0,21.4266666666667,36.03,19.6,37.56,22.1,34.4
